,0,1
11126,"('Tandoori Roti Butter', 'Tandoori Chicken Pahadi')",0
11127,"('Tandoori Roti Butter', 'Fish Tikka Masala')",3
11128,"('Tandoori Roti Butter', 'chicken masala full')",0
11129,"('Tandoori Roti Butter', 'Hyderabadi Chicken Dum Biryani')",0
11130,"('Tandoori Roti Butter', 'Veg Roll & Biryani Combo')",0
11131,"('Tandoori Roti Butter', 'Vegetable cheese')",0
11132,"('Tandoori Roti Butter', 'Veg Platter')",1
11133,"('Tandoori Roti Butter', 'Chicken Reshmi Kebab')",5
11134,"('Tandoori Roti Butter', 'Vegetable Cheese Half')",0
11135,"('Tandoori Roti Butter', 'Curd')",1
11136,"('Tandoori Roti Butter', 'Chicken Clear Soup')",0
11137,"('Tandoori Roti Butter', 'Palak Corn')",1
11138,"('Tandoori Roti Butter', 'Bread butter cheese')",0
11139,"('Tandoori Roti Butter', 'Green Tea')",0
11140,"('Tandoori Roti Butter', 'egg masala')",0
11141,"('Tandoori Roti Butter', 'Palak Paneer')",6
11142,"('Tandoori Roti Butter', 'Masala Cheese Half')",0
11143,"('Tandoori Roti Butter', 'Egg Boiled Fry')",0
11144,"('Tandoori Roti Butter', 'muttor paneer')",2
11145,"('Tandoori Roti Butter', 'Veg Monchow')",0
11146,"('Tandoori Roti Butter', 'Veg Soup')",0
11147,"('Tandoori Roti Butter', 'Singapuri Noodles')",1
11148,"('Tandoori Roti Butter', 'Veg Jalfrezi')",0
11149,"('Tandoori Roti Butter', 'Veg Lemon Coriander')",0
11150,"('Tandoori Roti Butter', 'Shimla cheese Paneer Half')",0
11151,"('Tandoori Roti Butter', 'Bati')",9
11152,"('Tandoori Roti Butter', 'Masala Mayo Cheese Half')",0
11153,"('Tandoori Roti Butter', 'Mushroom Burger')",0
11154,"('Tandoori Roti Butter', 'Paneer Bhurji')",0
11155,"('Tandoori Roti Butter', 'Peanut chaat')",1
11156,"('Tandoori Roti Butter', 'Mutton Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11157,"('Tandoori Roti Butter', 'Keema Kaleji')",0
11158,"('Tandoori Roti Butter', 'Chicken Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",1
11159,"('Tandoori Roti Butter', 'Egg Curry [2 Egg] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11160,"('Tandoori Roti Butter', 'Dal Tadka with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11161,"('Tandoori Roti Butter', 'Panner Butter Masala with 3 Whole Wheat Tandoori Roti [Serves 1')",0
11162,"('Tandoori Roti Butter', 'Chicken Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11163,"('Tandoori Roti Butter', 'Chicken Rara [8 Piece]')",1
11164,"('Tandoori Roti Butter', 'Veg Chilly Garlic Noodles')",0
11165,"('Tandoori Roti Butter', 'Sev Tamatar with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11166,"('Tandoori Roti Butter', 'Mutton Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11167,"('Tandoori Roti Butter', 'Paneer Lababdaar')",0
11168,"('Butter nan', 'Mutton Curry')",9
11169,"('Butter nan', 'Veg Noodles')",2
11170,"('Butter nan', 'Dhaniya Chicken')",10
11171,"('Butter nan', 'Tandoori Chicken')",19
11172,"('Butter nan', 'Chicken Palak')",12
11173,"('Butter nan', 'Chicken Garlic Tikka')",9
11174,"('Butter nan', 'Butter maggi')",0
11175,"('Butter nan', 'Tandoori Chicken Afgani')",2
11176,"('Butter nan', 'Kadhai Paneer')",7
11177,"('Butter nan', 'Butter Chicken')",86
11178,"('Butter nan', 'Chicken Amritsari Tikka')",2
11179,"('Butter nan', 'Chicken masala')",0
11180,"('Butter nan', 'Omlette')",3
11181,"('Butter nan', 'Kadhai Chicken')",25
11182,"('Butter nan', 'Tawa Roti')",16
11183,"('Butter nan', 'Chicken Tikka Masala')",19
11184,"('Butter nan', 'Jeera Rice')",31
11185,"('Butter nan', 'muttor Mushroom')",3
11186,"('Butter nan', 'Fish Fry')",10
11187,"('Butter nan', 'Garlic Nan')",28
11188,"('Butter nan', 'Keema Masala')",7
11189,"('Butter nan', 'Mutton Bati')",3
11190,"('Butter nan', 'Dal tadhka')",11
11191,"('Butter nan', 'Veg Biryani')",12
11192,"('Butter nan', 'Chicken Malai Tikka')",6
11193,"('Butter nan', 'Egg Curry')",28
11194,"('Butter nan', 'Chicken Afghani Tikka')",5
11195,"('Butter nan', 'Butter Tawa Roti')",5
11196,"('Butter nan', 'Mutton Home Style')",9
11197,"('Butter nan', 'Masala Cheese')",1
11198,"('Butter nan', 'Veg Hot n Sour')",0
11199,"('Butter nan', 'rajma rice')",3
11200,"('Butter nan', 'Masala Maggi')",2
11201,"('Butter nan', 'chole rice')",2
11202,"('Butter nan', 'Chicken Seekh Kebab')",4
11203,"('Butter nan', 'Plain nan')",15
11204,"('Butter nan', 'Mutton Rogan Josh')",20
11205,"('Butter nan', 'Tea')",0
11206,"('Butter nan', 'Onion salad')",4
11207,"('Butter nan', 'Fish Tikka')",9
11208,"('Butter nan', 'Kaju chicken')",0
11209,"('Butter nan', 'Veg pulav')",1
11210,"('Butter nan', 'Chicken Pahadi Tikka')",6
11211,"('Butter nan', 'Chilly Paneer')",7
11212,"('Butter nan', 'Cold Coffee')",2
11213,"('Butter nan', 'Mutton Seekh Kebab')",2
11214,"('Butter nan', 'Chicken Kolhapuri')",27
11215,"('Butter nan', 'Tandoori Garlic Chicken')",1
11216,"('Butter nan', 'Hyderabadi Keema Biryani')",1
11217,"('Butter nan', 'Butter Khichdhi')",1
11218,"('Butter nan', 'Hyderabadi Chicken Tikka Biryani')",2
11219,"('Butter nan', 'Paneer Punjabi')",0
11220,"('Butter nan', 'cheese Chutney')",0
11221,"('Butter nan', 'Chicken Lollypop (6 pc)')",3
11222,"('Butter nan', 'Rayalaseema Kodi Kura')",1
11223,"('Butter nan', 'Mutter Paneer')",17
11224,"('Butter nan', 'Chicken Roast')",1
11225,"('Butter nan', 'Chicken Fry')",33
11226,"('Butter nan', 'Paneer Tikka')",12
11227,"('Butter nan', 'Chicken Leg Afgani 2 pc')",2
11228,"('Butter nan', 'Rumali Roti')",1
11229,"('Butter nan', 'Tandoori Chicken Kali Mirch')",1
11230,"('Butter nan', 'Chicken Leg Malai 2pc')",2
11231,"('Butter nan', 'Veg Roll')",0
11232,"('Butter nan', 'Benjo')",2
11233,"('Butter nan', 'Butter Milk')",2
11234,"('Butter nan', 'Cold Coffee With Ice Cream')",0
11235,"('Butter nan', 'Egg Roll')",1
11236,"('Butter nan', 'Cheese maggi')",0
11237,"('Butter nan', 'Mix Veg')",3
11238,"('Butter nan', 'Bread Omlette')",2
11239,"('Butter nan', 'Hakka Noodles')",1
11240,"('Butter nan', 'Chicken Pudina Tikka')",1
11241,"('Butter nan', 'Bhuna Chicken')",8
11242,"('Butter nan', 'Bread Butter Toast')",0
11243,"('Butter nan', 'Butter Cheese maggi')",0
11244,"('Butter nan', 'plain maggi')",0
11245,"('Butter nan', 'Choclate Shake')",0
11246,"('Butter nan', 'Vegetable Mayo cheese')",0
11247,"('Butter nan', 'Chilly Chicken')",15
11248,"('Butter nan', 'Tandoori Malai Chicken')",2
11249,"('Butter nan', 'Aloo Muttor')",4
11250,"('Butter nan', 'Fish Finger')",1
11251,"('Butter nan', 'Mix Paratha')",3
11252,"('Butter nan', 'Kaju curry')",4
11253,"('Butter nan', 'Masala')",64
11254,"('Butter nan', 'Vegetable')",1
11255,"('Butter nan', 'Paneer Handi')",0
11256,"('Butter nan', 'Bhindi masala')",11
11257,"('Butter nan', 'Muttor Pulav')",3
11258,"('Butter nan', 'Vegetable Maggi')",1
11259,"('Butter nan', 'Lassi')",0
11260,"('Butter nan', 'Boiled Egg')",2
11261,"('Butter nan', 'Vegetable Chesse Maggi')",0
11262,"('Butter nan', 'Chicken Hot n Sour')",0
11263,"('Butter nan', 'Chicken Soup')",0
11264,"('Butter nan', 'Veg Raita')",2
11265,"('Butter nan', 'Chicken Monchow')",0
11266,"('Butter nan', 'Boiled Fry')",0
11267,"('Butter nan', 'Punjabi Salad')",0
11268,"('Butter nan', 'Tandoori Chicken Pahadi')",0
11269,"('Butter nan', 'Fish Tikka Masala')",1
11270,"('Butter nan', 'chicken masala full')",0
11271,"('Butter nan', 'Hyderabadi Chicken Dum Biryani')",0
11272,"('Butter nan', 'Veg Roll & Biryani Combo')",0
11273,"('Butter nan', 'Vegetable cheese')",0
11274,"('Butter nan', 'Veg Platter')",0
11275,"('Butter nan', 'Chicken Reshmi Kebab')",1
11276,"('Butter nan', 'Vegetable Cheese Half')",0
11277,"('Butter nan', 'Curd')",0
11278,"('Butter nan', 'Chicken Clear Soup')",0
11279,"('Butter nan', 'Palak Corn')",0
11280,"('Butter nan', 'Bread butter cheese')",0
11281,"('Butter nan', 'Green Tea')",0
11282,"('Butter nan', 'egg masala')",0
11283,"('Butter nan', 'Palak Paneer')",3
11284,"('Butter nan', 'Masala Cheese Half')",0
11285,"('Butter nan', 'Egg Boiled Fry')",0
11286,"('Butter nan', 'muttor paneer')",1
11287,"('Butter nan', 'Veg Monchow')",0
11288,"('Butter nan', 'Veg Soup')",0
11289,"('Butter nan', 'Singapuri Noodles')",1
11290,"('Butter nan', 'Veg Jalfrezi')",1
11291,"('Butter nan', 'Veg Lemon Coriander')",0
11292,"('Butter nan', 'Shimla cheese Paneer Half')",0
11293,"('Butter nan', 'Bati')",3
11294,"('Butter nan', 'Masala Mayo Cheese Half')",0
11295,"('Butter nan', 'Mushroom Burger')",0
11296,"('Butter nan', 'Paneer Bhurji')",0
11297,"('Butter nan', 'Peanut chaat')",0
11298,"('Butter nan', 'Mutton Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11299,"('Butter nan', 'Keema Kaleji')",1
11300,"('Butter nan', 'Chicken Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11301,"('Butter nan', 'Egg Curry [2 Egg] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11302,"('Butter nan', 'Dal Tadka with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11303,"('Butter nan', 'Panner Butter Masala with 3 Whole Wheat Tandoori Roti [Serves 1')",0
11304,"('Butter nan', 'Chicken Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11305,"('Butter nan', 'Chicken Rara [8 Piece]')",0
11306,"('Butter nan', 'Veg Chilly Garlic Noodles')",0
11307,"('Butter nan', 'Sev Tamatar with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11308,"('Butter nan', 'Mutton Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11309,"('Butter nan', 'Paneer Lababdaar')",0
11310,"('Mutton Curry', 'Veg Noodles')",0
11311,"('Mutton Curry', 'Dhaniya Chicken')",2
11312,"('Mutton Curry', 'Tandoori Chicken')",8
11313,"('Mutton Curry', 'Chicken Palak')",1
11314,"('Mutton Curry', 'Chicken Garlic Tikka')",3
11315,"('Mutton Curry', 'Butter maggi')",0
11316,"('Mutton Curry', 'Tandoori Chicken Afgani')",0
11317,"('Mutton Curry', 'Kadhai Paneer')",0
11318,"('Mutton Curry', 'Butter Chicken')",7
11319,"('Mutton Curry', 'Chicken Amritsari Tikka')",1
11320,"('Mutton Curry', 'Chicken masala')",0
11321,"('Mutton Curry', 'Omlette')",1
11322,"('Mutton Curry', 'Kadhai Chicken')",4
11323,"('Mutton Curry', 'Tawa Roti')",16
11324,"('Mutton Curry', 'Chicken Tikka Masala')",2
11325,"('Mutton Curry', 'Jeera Rice')",7
11326,"('Mutton Curry', 'muttor Mushroom')",0
11327,"('Mutton Curry', 'Fish Fry')",1
11328,"('Mutton Curry', 'Garlic Nan')",5
11329,"('Mutton Curry', 'Keema Masala')",1
11330,"('Mutton Curry', 'Mutton Bati')",1
11331,"('Mutton Curry', 'Dal tadhka')",5
11332,"('Mutton Curry', 'Veg Biryani')",4
11333,"('Mutton Curry', 'Chicken Malai Tikka')",0
11334,"('Mutton Curry', 'Egg Curry')",8
11335,"('Mutton Curry', 'Chicken Afghani Tikka')",4
11336,"('Mutton Curry', 'Butter Tawa Roti')",4
11337,"('Mutton Curry', 'Mutton Home Style')",5
11338,"('Mutton Curry', 'Masala Cheese')",1
11339,"('Mutton Curry', 'Veg Hot n Sour')",0
11340,"('Mutton Curry', 'rajma rice')",1
11341,"('Mutton Curry', 'Masala Maggi')",0
11342,"('Mutton Curry', 'chole rice')",0
11343,"('Mutton Curry', 'Chicken Seekh Kebab')",3
11344,"('Mutton Curry', 'Plain nan')",0
11345,"('Mutton Curry', 'Mutton Rogan Josh')",3
11346,"('Mutton Curry', 'Tea')",0
11347,"('Mutton Curry', 'Onion salad')",1
11348,"('Mutton Curry', 'Fish Tikka')",5
11349,"('Mutton Curry', 'Kaju chicken')",0
11350,"('Mutton Curry', 'Veg pulav')",0
11351,"('Mutton Curry', 'Chicken Pahadi Tikka')",0
11352,"('Mutton Curry', 'Chilly Paneer')",0
11353,"('Mutton Curry', 'Cold Coffee')",0
11354,"('Mutton Curry', 'Mutton Seekh Kebab')",2
11355,"('Mutton Curry', 'Chicken Kolhapuri')",2
11356,"('Mutton Curry', 'Tandoori Garlic Chicken')",0
11357,"('Mutton Curry', 'Hyderabadi Keema Biryani')",0
11358,"('Mutton Curry', 'Butter Khichdhi')",1
11359,"('Mutton Curry', 'Hyderabadi Chicken Tikka Biryani')",1
11360,"('Mutton Curry', 'Paneer Punjabi')",0
11361,"('Mutton Curry', 'cheese Chutney')",0
11362,"('Mutton Curry', 'Chicken Lollypop (6 pc)')",2
11363,"('Mutton Curry', 'Rayalaseema Kodi Kura')",0
11364,"('Mutton Curry', 'Mutter Paneer')",0
11365,"('Mutton Curry', 'Chicken Roast')",0
11366,"('Mutton Curry', 'Chicken Fry')",19
11367,"('Mutton Curry', 'Paneer Tikka')",2
11368,"('Mutton Curry', 'Chicken Leg Afgani 2 pc')",1
11369,"('Mutton Curry', 'Rumali Roti')",0
11370,"('Mutton Curry', 'Tandoori Chicken Kali Mirch')",0
11371,"('Mutton Curry', 'Chicken Leg Malai 2pc')",0
11372,"('Mutton Curry', 'Veg Roll')",0
11373,"('Mutton Curry', 'Benjo')",0
11374,"('Mutton Curry', 'Butter Milk')",0
11375,"('Mutton Curry', 'Cold Coffee With Ice Cream')",0
11376,"('Mutton Curry', 'Egg Roll')",0
11377,"('Mutton Curry', 'Cheese maggi')",0
11378,"('Mutton Curry', 'Mix Veg')",0
11379,"('Mutton Curry', 'Bread Omlette')",0
11380,"('Mutton Curry', 'Hakka Noodles')",1
11381,"('Mutton Curry', 'Chicken Pudina Tikka')",0
11382,"('Mutton Curry', 'Bhuna Chicken')",0
11383,"('Mutton Curry', 'Bread Butter Toast')",0
11384,"('Mutton Curry', 'Butter Cheese maggi')",0
11385,"('Mutton Curry', 'plain maggi')",0
11386,"('Mutton Curry', 'Choclate Shake')",0
11387,"('Mutton Curry', 'Vegetable Mayo cheese')",0
11388,"('Mutton Curry', 'Chilly Chicken')",1
11389,"('Mutton Curry', 'Tandoori Malai Chicken')",0
11390,"('Mutton Curry', 'Aloo Muttor')",0
11391,"('Mutton Curry', 'Fish Finger')",1
11392,"('Mutton Curry', 'Mix Paratha')",1
11393,"('Mutton Curry', 'Kaju curry')",1
11394,"('Mutton Curry', 'Masala')",4
11395,"('Mutton Curry', 'Vegetable')",1
11396,"('Mutton Curry', 'Paneer Handi')",0
11397,"('Mutton Curry', 'Bhindi masala')",3
11398,"('Mutton Curry', 'Muttor Pulav')",0
11399,"('Mutton Curry', 'Vegetable Maggi')",1
11400,"('Mutton Curry', 'Lassi')",0
11401,"('Mutton Curry', 'Boiled Egg')",1
11402,"('Mutton Curry', 'Vegetable Chesse Maggi')",0
11403,"('Mutton Curry', 'Chicken Hot n Sour')",0
11404,"('Mutton Curry', 'Chicken Soup')",0
11405,"('Mutton Curry', 'Veg Raita')",1
11406,"('Mutton Curry', 'Chicken Monchow')",0
11407,"('Mutton Curry', 'Boiled Fry')",0
11408,"('Mutton Curry', 'Punjabi Salad')",0
11409,"('Mutton Curry', 'Tandoori Chicken Pahadi')",0
11410,"('Mutton Curry', 'Fish Tikka Masala')",0
11411,"('Mutton Curry', 'chicken masala full')",0
11412,"('Mutton Curry', 'Hyderabadi Chicken Dum Biryani')",0
11413,"('Mutton Curry', 'Veg Roll & Biryani Combo')",0
11414,"('Mutton Curry', 'Vegetable cheese')",0
11415,"('Mutton Curry', 'Veg Platter')",0
11416,"('Mutton Curry', 'Chicken Reshmi Kebab')",2
11417,"('Mutton Curry', 'Vegetable Cheese Half')",0
11418,"('Mutton Curry', 'Curd')",1
11419,"('Mutton Curry', 'Chicken Clear Soup')",0
11420,"('Mutton Curry', 'Palak Corn')",0
11421,"('Mutton Curry', 'Bread butter cheese')",0
11422,"('Mutton Curry', 'Green Tea')",0
11423,"('Mutton Curry', 'egg masala')",1
11424,"('Mutton Curry', 'Palak Paneer')",1
11425,"('Mutton Curry', 'Masala Cheese Half')",0
11426,"('Mutton Curry', 'Egg Boiled Fry')",0
11427,"('Mutton Curry', 'muttor paneer')",0
11428,"('Mutton Curry', 'Veg Monchow')",0
11429,"('Mutton Curry', 'Veg Soup')",0
11430,"('Mutton Curry', 'Singapuri Noodles')",1
11431,"('Mutton Curry', 'Veg Jalfrezi')",0
11432,"('Mutton Curry', 'Veg Lemon Coriander')",0
11433,"('Mutton Curry', 'Shimla cheese Paneer Half')",0
11434,"('Mutton Curry', 'Bati')",1
11435,"('Mutton Curry', 'Masala Mayo Cheese Half')",0
11436,"('Mutton Curry', 'Mushroom Burger')",0
11437,"('Mutton Curry', 'Paneer Bhurji')",0
11438,"('Mutton Curry', 'Peanut chaat')",0
11439,"('Mutton Curry', 'Mutton Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",4
11440,"('Mutton Curry', 'Keema Kaleji')",0
11441,"('Mutton Curry', 'Chicken Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11442,"('Mutton Curry', 'Egg Curry [2 Egg] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11443,"('Mutton Curry', 'Dal Tadka with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11444,"('Mutton Curry', 'Panner Butter Masala with 3 Whole Wheat Tandoori Roti [Serves 1')",0
11445,"('Mutton Curry', 'Chicken Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11446,"('Mutton Curry', 'Chicken Rara [8 Piece]')",0
11447,"('Mutton Curry', 'Veg Chilly Garlic Noodles')",0
11448,"('Mutton Curry', 'Sev Tamatar with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11449,"('Mutton Curry', 'Mutton Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11450,"('Mutton Curry', 'Paneer Lababdaar')",0
11451,"('Veg Noodles', 'Dhaniya Chicken')",1
11452,"('Veg Noodles', 'Tandoori Chicken')",1
11453,"('Veg Noodles', 'Chicken Palak')",0
11454,"('Veg Noodles', 'Chicken Garlic Tikka')",0
11455,"('Veg Noodles', 'Butter maggi')",0
11456,"('Veg Noodles', 'Tandoori Chicken Afgani')",0
11457,"('Veg Noodles', 'Kadhai Paneer')",0
11458,"('Veg Noodles', 'Butter Chicken')",1
11459,"('Veg Noodles', 'Chicken Amritsari Tikka')",0
11460,"('Veg Noodles', 'Chicken masala')",0
11461,"('Veg Noodles', 'Omlette')",1
11462,"('Veg Noodles', 'Kadhai Chicken')",2
11463,"('Veg Noodles', 'Tawa Roti')",3
11464,"('Veg Noodles', 'Chicken Tikka Masala')",1
11465,"('Veg Noodles', 'Jeera Rice')",2
11466,"('Veg Noodles', 'muttor Mushroom')",0
11467,"('Veg Noodles', 'Fish Fry')",0
11468,"('Veg Noodles', 'Garlic Nan')",0
11469,"('Veg Noodles', 'Keema Masala')",0
11470,"('Veg Noodles', 'Mutton Bati')",0
11471,"('Veg Noodles', 'Dal tadhka')",1
11472,"('Veg Noodles', 'Veg Biryani')",1
11473,"('Veg Noodles', 'Chicken Malai Tikka')",0
11474,"('Veg Noodles', 'Egg Curry')",2
11475,"('Veg Noodles', 'Chicken Afghani Tikka')",1
11476,"('Veg Noodles', 'Butter Tawa Roti')",1
11477,"('Veg Noodles', 'Mutton Home Style')",2
11478,"('Veg Noodles', 'Masala Cheese')",1
11479,"('Veg Noodles', 'Veg Hot n Sour')",0
11480,"('Veg Noodles', 'rajma rice')",1
11481,"('Veg Noodles', 'Masala Maggi')",0
11482,"('Veg Noodles', 'chole rice')",0
11483,"('Veg Noodles', 'Chicken Seekh Kebab')",0
11484,"('Veg Noodles', 'Plain nan')",1
11485,"('Veg Noodles', 'Mutton Rogan Josh')",0
11486,"('Veg Noodles', 'Tea')",0
11487,"('Veg Noodles', 'Onion salad')",0
11488,"('Veg Noodles', 'Fish Tikka')",0
11489,"('Veg Noodles', 'Kaju chicken')",0
11490,"('Veg Noodles', 'Veg pulav')",0
11491,"('Veg Noodles', 'Chicken Pahadi Tikka')",1
11492,"('Veg Noodles', 'Chilly Paneer')",3
11493,"('Veg Noodles', 'Cold Coffee')",0
11494,"('Veg Noodles', 'Mutton Seekh Kebab')",0
11495,"('Veg Noodles', 'Chicken Kolhapuri')",1
11496,"('Veg Noodles', 'Tandoori Garlic Chicken')",0
11497,"('Veg Noodles', 'Hyderabadi Keema Biryani')",0
11498,"('Veg Noodles', 'Butter Khichdhi')",1
11499,"('Veg Noodles', 'Hyderabadi Chicken Tikka Biryani')",0
11500,"('Veg Noodles', 'Paneer Punjabi')",0
11501,"('Veg Noodles', 'cheese Chutney')",0
11502,"('Veg Noodles', 'Chicken Lollypop (6 pc)')",0
11503,"('Veg Noodles', 'Rayalaseema Kodi Kura')",0
11504,"('Veg Noodles', 'Mutter Paneer')",0
11505,"('Veg Noodles', 'Chicken Roast')",1
11506,"('Veg Noodles', 'Chicken Fry')",2
11507,"('Veg Noodles', 'Paneer Tikka')",0
11508,"('Veg Noodles', 'Chicken Leg Afgani 2 pc')",0
11509,"('Veg Noodles', 'Rumali Roti')",0
11510,"('Veg Noodles', 'Tandoori Chicken Kali Mirch')",0
11511,"('Veg Noodles', 'Chicken Leg Malai 2pc')",0
11512,"('Veg Noodles', 'Veg Roll')",1
11513,"('Veg Noodles', 'Benjo')",0
11514,"('Veg Noodles', 'Butter Milk')",0
11515,"('Veg Noodles', 'Cold Coffee With Ice Cream')",0
11516,"('Veg Noodles', 'Egg Roll')",0
11517,"('Veg Noodles', 'Cheese maggi')",0
11518,"('Veg Noodles', 'Mix Veg')",0
11519,"('Veg Noodles', 'Bread Omlette')",1
11520,"('Veg Noodles', 'Hakka Noodles')",0
11521,"('Veg Noodles', 'Chicken Pudina Tikka')",0
11522,"('Veg Noodles', 'Bhuna Chicken')",0
11523,"('Veg Noodles', 'Bread Butter Toast')",0
11524,"('Veg Noodles', 'Butter Cheese maggi')",0
11525,"('Veg Noodles', 'plain maggi')",0
11526,"('Veg Noodles', 'Choclate Shake')",0
11527,"('Veg Noodles', 'Vegetable Mayo cheese')",0
11528,"('Veg Noodles', 'Chilly Chicken')",2
11529,"('Veg Noodles', 'Tandoori Malai Chicken')",0
11530,"('Veg Noodles', 'Aloo Muttor')",1
11531,"('Veg Noodles', 'Fish Finger')",0
11532,"('Veg Noodles', 'Mix Paratha')",1
11533,"('Veg Noodles', 'Kaju curry')",0
11534,"('Veg Noodles', 'Masala')",2
11535,"('Veg Noodles', 'Vegetable')",0
11536,"('Veg Noodles', 'Paneer Handi')",0
11537,"('Veg Noodles', 'Bhindi masala')",0
11538,"('Veg Noodles', 'Muttor Pulav')",0
11539,"('Veg Noodles', 'Vegetable Maggi')",0
11540,"('Veg Noodles', 'Lassi')",0
11541,"('Veg Noodles', 'Boiled Egg')",0
11542,"('Veg Noodles', 'Vegetable Chesse Maggi')",0
11543,"('Veg Noodles', 'Chicken Hot n Sour')",0
11544,"('Veg Noodles', 'Chicken Soup')",0
11545,"('Veg Noodles', 'Veg Raita')",0
11546,"('Veg Noodles', 'Chicken Monchow')",0
11547,"('Veg Noodles', 'Boiled Fry')",0
11548,"('Veg Noodles', 'Punjabi Salad')",0
11549,"('Veg Noodles', 'Tandoori Chicken Pahadi')",0
11550,"('Veg Noodles', 'Fish Tikka Masala')",0
11551,"('Veg Noodles', 'chicken masala full')",0
11552,"('Veg Noodles', 'Hyderabadi Chicken Dum Biryani')",0
11553,"('Veg Noodles', 'Veg Roll & Biryani Combo')",0
11554,"('Veg Noodles', 'Vegetable cheese')",0
11555,"('Veg Noodles', 'Veg Platter')",0
11556,"('Veg Noodles', 'Chicken Reshmi Kebab')",1
11557,"('Veg Noodles', 'Vegetable Cheese Half')",0
11558,"('Veg Noodles', 'Curd')",0
11559,"('Veg Noodles', 'Chicken Clear Soup')",0
11560,"('Veg Noodles', 'Palak Corn')",0
11561,"('Veg Noodles', 'Bread butter cheese')",0
11562,"('Veg Noodles', 'Green Tea')",0
11563,"('Veg Noodles', 'egg masala')",0
11564,"('Veg Noodles', 'Palak Paneer')",0
11565,"('Veg Noodles', 'Masala Cheese Half')",0
11566,"('Veg Noodles', 'Egg Boiled Fry')",0
11567,"('Veg Noodles', 'muttor paneer')",0
11568,"('Veg Noodles', 'Veg Monchow')",0
11569,"('Veg Noodles', 'Veg Soup')",0
11570,"('Veg Noodles', 'Singapuri Noodles')",0
11571,"('Veg Noodles', 'Veg Jalfrezi')",0
11572,"('Veg Noodles', 'Veg Lemon Coriander')",0
11573,"('Veg Noodles', 'Shimla cheese Paneer Half')",0
11574,"('Veg Noodles', 'Bati')",0
11575,"('Veg Noodles', 'Masala Mayo Cheese Half')",0
11576,"('Veg Noodles', 'Mushroom Burger')",0
11577,"('Veg Noodles', 'Paneer Bhurji')",0
11578,"('Veg Noodles', 'Peanut chaat')",0
11579,"('Veg Noodles', 'Mutton Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11580,"('Veg Noodles', 'Keema Kaleji')",0
11581,"('Veg Noodles', 'Chicken Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11582,"('Veg Noodles', 'Egg Curry [2 Egg] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11583,"('Veg Noodles', 'Dal Tadka with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11584,"('Veg Noodles', 'Panner Butter Masala with 3 Whole Wheat Tandoori Roti [Serves 1')",0
11585,"('Veg Noodles', 'Chicken Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11586,"('Veg Noodles', 'Chicken Rara [8 Piece]')",0
11587,"('Veg Noodles', 'Veg Chilly Garlic Noodles')",0
11588,"('Veg Noodles', 'Sev Tamatar with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11589,"('Veg Noodles', 'Mutton Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
11590,"('Veg Noodles', 'Paneer Lababdaar')",0
11591,"('Dhaniya Chicken', 'Tandoori Chicken')",4
11592,"('Dhaniya Chicken', 'Chicken Palak')",0
11593,"('Dhaniya Chicken', 'Chicken Garlic Tikka')",2
11594,"('Dhaniya Chicken', 'Butter maggi')",0
11595,"('Dhaniya Chicken', 'Tandoori Chicken Afgani')",0
11596,"('Dhaniya Chicken', 'Kadhai Paneer')",0
11597,"('Dhaniya Chicken', 'Butter Chicken')",5
11598,"('Dhaniya Chicken', 'Chicken Amritsari Tikka')",0
11599,"('Dhaniya Chicken', 'Chicken masala')",0
11600,"('Dhaniya Chicken', 'Omlette')",2
