,0,1
4192,"('Pudina Paratha', 'chole rice')",0
4193,"('Pudina Paratha', 'Chicken Seekh Kebab')",0
4194,"('Pudina Paratha', 'Plain nan')",1
4195,"('Pudina Paratha', 'Mutton Rogan Josh')",3
4196,"('Pudina Paratha', 'Tea')",0
4197,"('Pudina Paratha', 'Onion salad')",1
4198,"('Pudina Paratha', 'Fish Tikka')",0
4199,"('Pudina Paratha', 'Kaju chicken')",0
4200,"('Pudina Paratha', 'Veg pulav')",1
4201,"('Pudina Paratha', 'Chicken Pahadi Tikka')",0
4202,"('Pudina Paratha', 'Chilly Paneer')",0
4203,"('Pudina Paratha', 'Cold Coffee')",0
4204,"('Pudina Paratha', 'Mutton Seekh Kebab')",0
4205,"('Pudina Paratha', 'Chicken Kolhapuri')",0
4206,"('Pudina Paratha', 'Tandoori Garlic Chicken')",0
4207,"('Pudina Paratha', 'Hyderabadi Keema Biryani')",0
4208,"('Pudina Paratha', 'Butter Khichdhi')",0
4209,"('Pudina Paratha', 'Hyderabadi Chicken Tikka Biryani')",0
4210,"('Pudina Paratha', 'Paneer Punjabi')",0
4211,"('Pudina Paratha', 'cheese Chutney')",0
4212,"('Pudina Paratha', 'Chicken Lollypop (6 pc)')",0
4213,"('Pudina Paratha', 'Rayalaseema Kodi Kura')",0
4214,"('Pudina Paratha', 'Mutter Paneer')",0
4215,"('Pudina Paratha', 'Chicken Roast')",0
4216,"('Pudina Paratha', 'Chicken Fry')",4
4217,"('Pudina Paratha', 'Paneer Tikka')",0
4218,"('Pudina Paratha', 'Chicken Leg Afgani 2 pc')",1
4219,"('Pudina Paratha', 'Rumali Roti')",0
4220,"('Pudina Paratha', 'Tandoori Chicken Kali Mirch')",1
4221,"('Pudina Paratha', 'Chicken Leg Malai 2pc')",1
4222,"('Pudina Paratha', 'Veg Roll')",0
4223,"('Pudina Paratha', 'Benjo')",0
4224,"('Pudina Paratha', 'Butter Milk')",0
4225,"('Pudina Paratha', 'Cold Coffee With Ice Cream')",0
4226,"('Pudina Paratha', 'Egg Roll')",0
4227,"('Pudina Paratha', 'Cheese maggi')",0
4228,"('Pudina Paratha', 'Mix Veg')",0
4229,"('Pudina Paratha', 'Bread Omlette')",1
4230,"('Pudina Paratha', 'Hakka Noodles')",0
4231,"('Pudina Paratha', 'Chicken Pudina Tikka')",0
4232,"('Pudina Paratha', 'Bhuna Chicken')",0
4233,"('Pudina Paratha', 'Bread Butter Toast')",0
4234,"('Pudina Paratha', 'Butter Cheese maggi')",0
4235,"('Pudina Paratha', 'plain maggi')",0
4236,"('Pudina Paratha', 'Choclate Shake')",0
4237,"('Pudina Paratha', 'Vegetable Mayo cheese')",0
4238,"('Pudina Paratha', 'Chilly Chicken')",0
4239,"('Pudina Paratha', 'Tandoori Malai Chicken')",0
4240,"('Pudina Paratha', 'Aloo Muttor')",0
4241,"('Pudina Paratha', 'Fish Finger')",0
4242,"('Pudina Paratha', 'Mix Paratha')",0
4243,"('Pudina Paratha', 'Kaju curry')",0
4244,"('Pudina Paratha', 'Masala')",2
4245,"('Pudina Paratha', 'Vegetable')",0
4246,"('Pudina Paratha', 'Paneer Handi')",0
4247,"('Pudina Paratha', 'Bhindi masala')",0
4248,"('Pudina Paratha', 'Muttor Pulav')",0
4249,"('Pudina Paratha', 'Vegetable Maggi')",0
4250,"('Pudina Paratha', 'Lassi')",0
4251,"('Pudina Paratha', 'Boiled Egg')",0
4252,"('Pudina Paratha', 'Vegetable Chesse Maggi')",0
4253,"('Pudina Paratha', 'Chicken Hot n Sour')",0
4254,"('Pudina Paratha', 'Chicken Soup')",0
4255,"('Pudina Paratha', 'Veg Raita')",0
4256,"('Pudina Paratha', 'Chicken Monchow')",0
4257,"('Pudina Paratha', 'Boiled Fry')",0
4258,"('Pudina Paratha', 'Punjabi Salad')",0
4259,"('Pudina Paratha', 'Tandoori Chicken Pahadi')",0
4260,"('Pudina Paratha', 'Fish Tikka Masala')",0
4261,"('Pudina Paratha', 'chicken masala full')",0
4262,"('Pudina Paratha', 'Hyderabadi Chicken Dum Biryani')",0
4263,"('Pudina Paratha', 'Veg Roll & Biryani Combo')",0
4264,"('Pudina Paratha', 'Vegetable cheese')",0
4265,"('Pudina Paratha', 'Veg Platter')",0
4266,"('Pudina Paratha', 'Chicken Reshmi Kebab')",0
4267,"('Pudina Paratha', 'Vegetable Cheese Half')",0
4268,"('Pudina Paratha', 'Curd')",0
4269,"('Pudina Paratha', 'Chicken Clear Soup')",0
4270,"('Pudina Paratha', 'Palak Corn')",0
4271,"('Pudina Paratha', 'Bread butter cheese')",0
4272,"('Pudina Paratha', 'Green Tea')",0
4273,"('Pudina Paratha', 'egg masala')",0
4274,"('Pudina Paratha', 'Palak Paneer')",1
4275,"('Pudina Paratha', 'Masala Cheese Half')",0
4276,"('Pudina Paratha', 'Egg Boiled Fry')",0
4277,"('Pudina Paratha', 'muttor paneer')",0
4278,"('Pudina Paratha', 'Veg Monchow')",0
4279,"('Pudina Paratha', 'Veg Soup')",0
4280,"('Pudina Paratha', 'Singapuri Noodles')",0
4281,"('Pudina Paratha', 'Veg Jalfrezi')",0
4282,"('Pudina Paratha', 'Veg Lemon Coriander')",0
4283,"('Pudina Paratha', 'Shimla cheese Paneer Half')",0
4284,"('Pudina Paratha', 'Bati')",1
4285,"('Pudina Paratha', 'Masala Mayo Cheese Half')",0
4286,"('Pudina Paratha', 'Mushroom Burger')",0
4287,"('Pudina Paratha', 'Paneer Bhurji')",0
4288,"('Pudina Paratha', 'Peanut chaat')",0
4289,"('Pudina Paratha', 'Mutton Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
4290,"('Pudina Paratha', 'Keema Kaleji')",0
4291,"('Pudina Paratha', 'Chicken Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
4292,"('Pudina Paratha', 'Egg Curry [2 Egg] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
4293,"('Pudina Paratha', 'Dal Tadka with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
4294,"('Pudina Paratha', 'Panner Butter Masala with 3 Whole Wheat Tandoori Roti [Serves 1')",0
4295,"('Pudina Paratha', 'Chicken Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
4296,"('Pudina Paratha', 'Chicken Rara [8 Piece]')",0
4297,"('Pudina Paratha', 'Veg Chilly Garlic Noodles')",0
4298,"('Pudina Paratha', 'Sev Tamatar with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
4299,"('Pudina Paratha', 'Mutton Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
4300,"('Pudina Paratha', 'Paneer Lababdaar')",0
4301,"('Cheese Garlic Paratha', 'Aloo Paratha')",8
4302,"('Cheese Garlic Paratha', 'Gobhi Paratha')",1
4303,"('Cheese Garlic Paratha', 'Paneer Paratha')",4
4304,"('Cheese Garlic Paratha', 'Plain Rice Full')",0
4305,"('Cheese Garlic Paratha', 'Jeera Rice Full')",0
4306,"('Cheese Garlic Paratha', 'Tadka Khichdi')",1
4307,"('Cheese Garlic Paratha', 'Egg Biryani')",1
4308,"('Cheese Garlic Paratha', 'Paneer Roll')",1
4309,"('Cheese Garlic Paratha', 'Chicken Roll')",0
4310,"('Cheese Garlic Paratha', 'Veg Manchurian')",0
4311,"('Cheese Garlic Paratha', 'Chicken Manchurian')",0
4312,"('Cheese Garlic Paratha', 'Fried Rice')",0
4313,"('Cheese Garlic Paratha', 'Egg Fried Rice')",0
4314,"('Cheese Garlic Paratha', 'Chicken Fried Rice')",0
4315,"('Cheese Garlic Paratha', 'Green Salad')",1
4316,"('Cheese Garlic Paratha', 'Kachumber Salad')",1
4317,"('Cheese Garlic Paratha', 'Roasted Papad')",1
4318,"('Cheese Garlic Paratha', 'Fry Papad')",0
4319,"('Cheese Garlic Paratha', 'Masala Papad')",1
4320,"('Cheese Garlic Paratha', 'Hyderabadi Mutton Dum Biryani')",2
4321,"('Cheese Garlic Paratha', 'Mutton Bhuna')",4
4322,"('Cheese Garlic Paratha', 'Tandoori Roti')",11
4323,"('Cheese Garlic Paratha', 'Bhel')",0
4324,"('Cheese Garlic Paratha', 'Cheese Chutney Half')",0
4325,"('Cheese Garlic Paratha', 'Cold Drink')",2
4326,"('Cheese Garlic Paratha', 'Cold Drink s')",1
4327,"('Cheese Garlic Paratha', 'Hot Coffee')",0
4328,"('Cheese Garlic Paratha', 'Masala Cheese Maggi')",0
4329,"('Cheese Garlic Paratha', 'Tomato Soup')",0
4330,"('Cheese Garlic Paratha', 'water bottle')",1
4331,"('Cheese Garlic Paratha', 'Chicken Nilgir')",1
4332,"('Cheese Garlic Paratha', 'Lachchha Paratha')",13
4333,"('Cheese Garlic Paratha', 'Hyderabadi Chicken Fry Piece Biryani')",4
4334,"('Cheese Garlic Paratha', 'Chicken Chettinad')",0
4335,"('Cheese Garlic Paratha', 'Chicken Home Style')",1
4336,"('Cheese Garlic Paratha', 'Chicken Tikka')",2
4337,"('Cheese Garlic Paratha', 'Fish Curry')",1
4338,"('Cheese Garlic Paratha', 'Plain Rice')",2
4339,"('Cheese Garlic Paratha', 'Chicken Handi')",1
4340,"('Cheese Garlic Paratha', 'Chicken Curry')",3
4341,"('Cheese Garlic Paratha', 'Tandoori Roti Butter')",4
4342,"('Cheese Garlic Paratha', 'Butter nan')",4
4343,"('Cheese Garlic Paratha', 'Mutton Curry')",0
4344,"('Cheese Garlic Paratha', 'Veg Noodles')",0
4345,"('Cheese Garlic Paratha', 'Dhaniya Chicken')",0
4346,"('Cheese Garlic Paratha', 'Tandoori Chicken')",1
4347,"('Cheese Garlic Paratha', 'Chicken Palak')",1
4348,"('Cheese Garlic Paratha', 'Chicken Garlic Tikka')",2
4349,"('Cheese Garlic Paratha', 'Butter maggi')",0
4350,"('Cheese Garlic Paratha', 'Tandoori Chicken Afgani')",0
4351,"('Cheese Garlic Paratha', 'Kadhai Paneer')",1
4352,"('Cheese Garlic Paratha', 'Butter Chicken')",2
4353,"('Cheese Garlic Paratha', 'Chicken Amritsari Tikka')",1
4354,"('Cheese Garlic Paratha', 'Chicken masala')",0
4355,"('Cheese Garlic Paratha', 'Omlette')",1
4356,"('Cheese Garlic Paratha', 'Kadhai Chicken')",1
4357,"('Cheese Garlic Paratha', 'Tawa Roti')",2
4358,"('Cheese Garlic Paratha', 'Chicken Tikka Masala')",2
4359,"('Cheese Garlic Paratha', 'Jeera Rice')",1
4360,"('Cheese Garlic Paratha', 'muttor Mushroom')",0
4361,"('Cheese Garlic Paratha', 'Fish Fry')",0
4362,"('Cheese Garlic Paratha', 'Garlic Nan')",3
4363,"('Cheese Garlic Paratha', 'Keema Masala')",0
4364,"('Cheese Garlic Paratha', 'Mutton Bati')",1
4365,"('Cheese Garlic Paratha', 'Dal tadhka')",1
4366,"('Cheese Garlic Paratha', 'Veg Biryani')",2
4367,"('Cheese Garlic Paratha', 'Chicken Malai Tikka')",0
4368,"('Cheese Garlic Paratha', 'Egg Curry')",5
4369,"('Cheese Garlic Paratha', 'Chicken Afghani Tikka')",0
4370,"('Cheese Garlic Paratha', 'Butter Tawa Roti')",1
4371,"('Cheese Garlic Paratha', 'Mutton Home Style')",2
4372,"('Cheese Garlic Paratha', 'Masala Cheese')",0
4373,"('Cheese Garlic Paratha', 'Veg Hot n Sour')",0
4374,"('Cheese Garlic Paratha', 'rajma rice')",1
4375,"('Cheese Garlic Paratha', 'Masala Maggi')",0
4376,"('Cheese Garlic Paratha', 'chole rice')",2
4377,"('Cheese Garlic Paratha', 'Chicken Seekh Kebab')",0
4378,"('Cheese Garlic Paratha', 'Plain nan')",0
4379,"('Cheese Garlic Paratha', 'Mutton Rogan Josh')",1
4380,"('Cheese Garlic Paratha', 'Tea')",0
4381,"('Cheese Garlic Paratha', 'Onion salad')",1
4382,"('Cheese Garlic Paratha', 'Fish Tikka')",1
4383,"('Cheese Garlic Paratha', 'Kaju chicken')",0
4384,"('Cheese Garlic Paratha', 'Veg pulav')",0
4385,"('Cheese Garlic Paratha', 'Chicken Pahadi Tikka')",0
4386,"('Cheese Garlic Paratha', 'Chilly Paneer')",1
4387,"('Cheese Garlic Paratha', 'Cold Coffee')",0
4388,"('Cheese Garlic Paratha', 'Mutton Seekh Kebab')",0
4389,"('Cheese Garlic Paratha', 'Chicken Kolhapuri')",2
4390,"('Cheese Garlic Paratha', 'Tandoori Garlic Chicken')",1
4391,"('Cheese Garlic Paratha', 'Hyderabadi Keema Biryani')",0
4392,"('Cheese Garlic Paratha', 'Butter Khichdhi')",0
4393,"('Cheese Garlic Paratha', 'Hyderabadi Chicken Tikka Biryani')",0
4394,"('Cheese Garlic Paratha', 'Paneer Punjabi')",0
4395,"('Cheese Garlic Paratha', 'cheese Chutney')",0
4396,"('Cheese Garlic Paratha', 'Chicken Lollypop (6 pc)')",0
4397,"('Cheese Garlic Paratha', 'Rayalaseema Kodi Kura')",0
4398,"('Cheese Garlic Paratha', 'Mutter Paneer')",1
4399,"('Cheese Garlic Paratha', 'Chicken Roast')",0
4400,"('Cheese Garlic Paratha', 'Chicken Fry')",4
4401,"('Cheese Garlic Paratha', 'Paneer Tikka')",1
4402,"('Cheese Garlic Paratha', 'Chicken Leg Afgani 2 pc')",1
4403,"('Cheese Garlic Paratha', 'Rumali Roti')",0
4404,"('Cheese Garlic Paratha', 'Tandoori Chicken Kali Mirch')",0
4405,"('Cheese Garlic Paratha', 'Chicken Leg Malai 2pc')",0
4406,"('Cheese Garlic Paratha', 'Veg Roll')",0
4407,"('Cheese Garlic Paratha', 'Benjo')",0
4408,"('Cheese Garlic Paratha', 'Butter Milk')",0
4409,"('Cheese Garlic Paratha', 'Cold Coffee With Ice Cream')",0
4410,"('Cheese Garlic Paratha', 'Egg Roll')",0
4411,"('Cheese Garlic Paratha', 'Cheese maggi')",0
4412,"('Cheese Garlic Paratha', 'Mix Veg')",0
4413,"('Cheese Garlic Paratha', 'Bread Omlette')",1
4414,"('Cheese Garlic Paratha', 'Hakka Noodles')",0
4415,"('Cheese Garlic Paratha', 'Chicken Pudina Tikka')",0
4416,"('Cheese Garlic Paratha', 'Bhuna Chicken')",2
4417,"('Cheese Garlic Paratha', 'Bread Butter Toast')",0
4418,"('Cheese Garlic Paratha', 'Butter Cheese maggi')",0
4419,"('Cheese Garlic Paratha', 'plain maggi')",0
4420,"('Cheese Garlic Paratha', 'Choclate Shake')",0
4421,"('Cheese Garlic Paratha', 'Vegetable Mayo cheese')",0
4422,"('Cheese Garlic Paratha', 'Chilly Chicken')",2
4423,"('Cheese Garlic Paratha', 'Tandoori Malai Chicken')",0
4424,"('Cheese Garlic Paratha', 'Aloo Muttor')",0
4425,"('Cheese Garlic Paratha', 'Fish Finger')",0
4426,"('Cheese Garlic Paratha', 'Mix Paratha')",2
4427,"('Cheese Garlic Paratha', 'Kaju curry')",0
4428,"('Cheese Garlic Paratha', 'Masala')",4
4429,"('Cheese Garlic Paratha', 'Vegetable')",1
4430,"('Cheese Garlic Paratha', 'Paneer Handi')",0
4431,"('Cheese Garlic Paratha', 'Bhindi masala')",0
4432,"('Cheese Garlic Paratha', 'Muttor Pulav')",0
4433,"('Cheese Garlic Paratha', 'Vegetable Maggi')",1
4434,"('Cheese Garlic Paratha', 'Lassi')",0
4435,"('Cheese Garlic Paratha', 'Boiled Egg')",0
4436,"('Cheese Garlic Paratha', 'Vegetable Chesse Maggi')",0
4437,"('Cheese Garlic Paratha', 'Chicken Hot n Sour')",0
4438,"('Cheese Garlic Paratha', 'Chicken Soup')",0
4439,"('Cheese Garlic Paratha', 'Veg Raita')",0
4440,"('Cheese Garlic Paratha', 'Chicken Monchow')",0
4441,"('Cheese Garlic Paratha', 'Boiled Fry')",0
4442,"('Cheese Garlic Paratha', 'Punjabi Salad')",1
4443,"('Cheese Garlic Paratha', 'Tandoori Chicken Pahadi')",0
4444,"('Cheese Garlic Paratha', 'Fish Tikka Masala')",0
4445,"('Cheese Garlic Paratha', 'chicken masala full')",0
4446,"('Cheese Garlic Paratha', 'Hyderabadi Chicken Dum Biryani')",0
4447,"('Cheese Garlic Paratha', 'Veg Roll & Biryani Combo')",0
4448,"('Cheese Garlic Paratha', 'Vegetable cheese')",0
4449,"('Cheese Garlic Paratha', 'Veg Platter')",0
4450,"('Cheese Garlic Paratha', 'Chicken Reshmi Kebab')",0
4451,"('Cheese Garlic Paratha', 'Vegetable Cheese Half')",0
4452,"('Cheese Garlic Paratha', 'Curd')",0
4453,"('Cheese Garlic Paratha', 'Chicken Clear Soup')",0
4454,"('Cheese Garlic Paratha', 'Palak Corn')",0
4455,"('Cheese Garlic Paratha', 'Bread butter cheese')",0
4456,"('Cheese Garlic Paratha', 'Green Tea')",0
4457,"('Cheese Garlic Paratha', 'egg masala')",0
4458,"('Cheese Garlic Paratha', 'Palak Paneer')",0
4459,"('Cheese Garlic Paratha', 'Masala Cheese Half')",0
4460,"('Cheese Garlic Paratha', 'Egg Boiled Fry')",0
4461,"('Cheese Garlic Paratha', 'muttor paneer')",0
4462,"('Cheese Garlic Paratha', 'Veg Monchow')",0
4463,"('Cheese Garlic Paratha', 'Veg Soup')",0
4464,"('Cheese Garlic Paratha', 'Singapuri Noodles')",0
4465,"('Cheese Garlic Paratha', 'Veg Jalfrezi')",0
4466,"('Cheese Garlic Paratha', 'Veg Lemon Coriander')",0
4467,"('Cheese Garlic Paratha', 'Shimla cheese Paneer Half')",0
4468,"('Cheese Garlic Paratha', 'Bati')",1
4469,"('Cheese Garlic Paratha', 'Masala Mayo Cheese Half')",0
4470,"('Cheese Garlic Paratha', 'Mushroom Burger')",0
4471,"('Cheese Garlic Paratha', 'Paneer Bhurji')",0
4472,"('Cheese Garlic Paratha', 'Peanut chaat')",0
4473,"('Cheese Garlic Paratha', 'Mutton Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
4474,"('Cheese Garlic Paratha', 'Keema Kaleji')",0
4475,"('Cheese Garlic Paratha', 'Chicken Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
4476,"('Cheese Garlic Paratha', 'Egg Curry [2 Egg] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
4477,"('Cheese Garlic Paratha', 'Dal Tadka with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
4478,"('Cheese Garlic Paratha', 'Panner Butter Masala with 3 Whole Wheat Tandoori Roti [Serves 1')",0
4479,"('Cheese Garlic Paratha', 'Chicken Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",1
4480,"('Cheese Garlic Paratha', 'Chicken Rara [8 Piece]')",0
4481,"('Cheese Garlic Paratha', 'Veg Chilly Garlic Noodles')",0
4482,"('Cheese Garlic Paratha', 'Sev Tamatar with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
4483,"('Cheese Garlic Paratha', 'Mutton Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
4484,"('Cheese Garlic Paratha', 'Paneer Lababdaar')",0
4485,"('Aloo Paratha', 'Gobhi Paratha')",14
4486,"('Aloo Paratha', 'Paneer Paratha')",9
4487,"('Aloo Paratha', 'Plain Rice Full')",0
4488,"('Aloo Paratha', 'Jeera Rice Full')",0
4489,"('Aloo Paratha', 'Tadka Khichdi')",3
4490,"('Aloo Paratha', 'Egg Biryani')",2
4491,"('Aloo Paratha', 'Paneer Roll')",2
4492,"('Aloo Paratha', 'Chicken Roll')",0
4493,"('Aloo Paratha', 'Veg Manchurian')",1
4494,"('Aloo Paratha', 'Chicken Manchurian')",0
4495,"('Aloo Paratha', 'Fried Rice')",4
4496,"('Aloo Paratha', 'Egg Fried Rice')",4
4497,"('Aloo Paratha', 'Chicken Fried Rice')",0
4498,"('Aloo Paratha', 'Green Salad')",1
4499,"('Aloo Paratha', 'Kachumber Salad')",0
4500,"('Aloo Paratha', 'Roasted Papad')",0
4501,"('Aloo Paratha', 'Fry Papad')",0
4502,"('Aloo Paratha', 'Masala Papad')",3
4503,"('Aloo Paratha', 'Hyderabadi Mutton Dum Biryani')",2
4504,"('Aloo Paratha', 'Mutton Bhuna')",0
4505,"('Aloo Paratha', 'Tandoori Roti')",17
4506,"('Aloo Paratha', 'Bhel')",0
4507,"('Aloo Paratha', 'Cheese Chutney Half')",0
4508,"('Aloo Paratha', 'Cold Drink')",8
4509,"('Aloo Paratha', 'Cold Drink s')",5
4510,"('Aloo Paratha', 'Hot Coffee')",0
4511,"('Aloo Paratha', 'Masala Cheese Maggi')",0
4512,"('Aloo Paratha', 'Tomato Soup')",0
4513,"('Aloo Paratha', 'water bottle')",3
4514,"('Aloo Paratha', 'Chicken Nilgir')",0
4515,"('Aloo Paratha', 'Lachchha Paratha')",10
4516,"('Aloo Paratha', 'Hyderabadi Chicken Fry Piece Biryani')",6
4517,"('Aloo Paratha', 'Chicken Chettinad')",0
4518,"('Aloo Paratha', 'Chicken Home Style')",1
4519,"('Aloo Paratha', 'Chicken Tikka')",4
4520,"('Aloo Paratha', 'Fish Curry')",1
4521,"('Aloo Paratha', 'Plain Rice')",3
4522,"('Aloo Paratha', 'Chicken Handi')",3
4523,"('Aloo Paratha', 'Chicken Curry')",5
4524,"('Aloo Paratha', 'Tandoori Roti Butter')",9
4525,"('Aloo Paratha', 'Butter nan')",7
4526,"('Aloo Paratha', 'Mutton Curry')",1
4527,"('Aloo Paratha', 'Veg Noodles')",1
4528,"('Aloo Paratha', 'Dhaniya Chicken')",1
4529,"('Aloo Paratha', 'Tandoori Chicken')",1
4530,"('Aloo Paratha', 'Chicken Palak')",0
4531,"('Aloo Paratha', 'Chicken Garlic Tikka')",0
4532,"('Aloo Paratha', 'Butter maggi')",0
4533,"('Aloo Paratha', 'Tandoori Chicken Afgani')",0
4534,"('Aloo Paratha', 'Kadhai Paneer')",0
4535,"('Aloo Paratha', 'Butter Chicken')",3
4536,"('Aloo Paratha', 'Chicken Amritsari Tikka')",1
4537,"('Aloo Paratha', 'Chicken masala')",0
4538,"('Aloo Paratha', 'Omlette')",2
4539,"('Aloo Paratha', 'Kadhai Chicken')",6
4540,"('Aloo Paratha', 'Tawa Roti')",6
4541,"('Aloo Paratha', 'Chicken Tikka Masala')",2
4542,"('Aloo Paratha', 'Jeera Rice')",8
4543,"('Aloo Paratha', 'muttor Mushroom')",0
4544,"('Aloo Paratha', 'Fish Fry')",0
4545,"('Aloo Paratha', 'Garlic Nan')",7
4546,"('Aloo Paratha', 'Keema Masala')",2
4547,"('Aloo Paratha', 'Mutton Bati')",2
4548,"('Aloo Paratha', 'Dal tadhka')",4
4549,"('Aloo Paratha', 'Veg Biryani')",5
4550,"('Aloo Paratha', 'Chicken Malai Tikka')",0
4551,"('Aloo Paratha', 'Egg Curry')",5
4552,"('Aloo Paratha', 'Chicken Afghani Tikka')",1
4553,"('Aloo Paratha', 'Butter Tawa Roti')",4
4554,"('Aloo Paratha', 'Mutton Home Style')",2
4555,"('Aloo Paratha', 'Masala Cheese')",0
4556,"('Aloo Paratha', 'Veg Hot n Sour')",0
4557,"('Aloo Paratha', 'rajma rice')",5
4558,"('Aloo Paratha', 'Masala Maggi')",2
4559,"('Aloo Paratha', 'chole rice')",4
4560,"('Aloo Paratha', 'Chicken Seekh Kebab')",0
4561,"('Aloo Paratha', 'Plain nan')",0
4562,"('Aloo Paratha', 'Mutton Rogan Josh')",2
4563,"('Aloo Paratha', 'Tea')",0
4564,"('Aloo Paratha', 'Onion salad')",2
4565,"('Aloo Paratha', 'Fish Tikka')",1
4566,"('Aloo Paratha', 'Kaju chicken')",0
4567,"('Aloo Paratha', 'Veg pulav')",0
4568,"('Aloo Paratha', 'Chicken Pahadi Tikka')",0
4569,"('Aloo Paratha', 'Chilly Paneer')",1
4570,"('Aloo Paratha', 'Cold Coffee')",1
4571,"('Aloo Paratha', 'Mutton Seekh Kebab')",0
4572,"('Aloo Paratha', 'Chicken Kolhapuri')",2
4573,"('Aloo Paratha', 'Tandoori Garlic Chicken')",0
4574,"('Aloo Paratha', 'Hyderabadi Keema Biryani')",0
4575,"('Aloo Paratha', 'Butter Khichdhi')",1
4576,"('Aloo Paratha', 'Hyderabadi Chicken Tikka Biryani')",0
4577,"('Aloo Paratha', 'Paneer Punjabi')",0
4578,"('Aloo Paratha', 'cheese Chutney')",0
4579,"('Aloo Paratha', 'Chicken Lollypop (6 pc)')",0
4580,"('Aloo Paratha', 'Rayalaseema Kodi Kura')",0
4581,"('Aloo Paratha', 'Mutter Paneer')",0
4582,"('Aloo Paratha', 'Chicken Roast')",1
4583,"('Aloo Paratha', 'Chicken Fry')",7
4584,"('Aloo Paratha', 'Paneer Tikka')",3
4585,"('Aloo Paratha', 'Chicken Leg Afgani 2 pc')",0
4586,"('Aloo Paratha', 'Rumali Roti')",0
4587,"('Aloo Paratha', 'Tandoori Chicken Kali Mirch')",0
4588,"('Aloo Paratha', 'Chicken Leg Malai 2pc')",0
4589,"('Aloo Paratha', 'Veg Roll')",4
4590,"('Aloo Paratha', 'Benjo')",1
4591,"('Aloo Paratha', 'Butter Milk')",1
4592,"('Aloo Paratha', 'Cold Coffee With Ice Cream')",0
4593,"('Aloo Paratha', 'Egg Roll')",1
4594,"('Aloo Paratha', 'Cheese maggi')",0
4595,"('Aloo Paratha', 'Mix Veg')",1
4596,"('Aloo Paratha', 'Bread Omlette')",0
4597,"('Aloo Paratha', 'Hakka Noodles')",0
4598,"('Aloo Paratha', 'Chicken Pudina Tikka')",0
4599,"('Aloo Paratha', 'Bhuna Chicken')",0
4600,"('Aloo Paratha', 'Bread Butter Toast')",0
4601,"('Aloo Paratha', 'Butter Cheese maggi')",0
4602,"('Aloo Paratha', 'plain maggi')",0
4603,"('Aloo Paratha', 'Choclate Shake')",0
4604,"('Aloo Paratha', 'Vegetable Mayo cheese')",0
4605,"('Aloo Paratha', 'Chilly Chicken')",1
4606,"('Aloo Paratha', 'Tandoori Malai Chicken')",0
4607,"('Aloo Paratha', 'Aloo Muttor')",1
4608,"('Aloo Paratha', 'Fish Finger')",0
4609,"('Aloo Paratha', 'Mix Paratha')",12
4610,"('Aloo Paratha', 'Kaju curry')",1
4611,"('Aloo Paratha', 'Masala')",13
4612,"('Aloo Paratha', 'Vegetable')",2
4613,"('Aloo Paratha', 'Paneer Handi')",0
4614,"('Aloo Paratha', 'Bhindi masala')",1
4615,"('Aloo Paratha', 'Muttor Pulav')",0
4616,"('Aloo Paratha', 'Vegetable Maggi')",2
4617,"('Aloo Paratha', 'Lassi')",0
4618,"('Aloo Paratha', 'Boiled Egg')",0
4619,"('Aloo Paratha', 'Vegetable Chesse Maggi')",0
4620,"('Aloo Paratha', 'Chicken Hot n Sour')",0
4621,"('Aloo Paratha', 'Chicken Soup')",0
4622,"('Aloo Paratha', 'Veg Raita')",3
4623,"('Aloo Paratha', 'Chicken Monchow')",0
4624,"('Aloo Paratha', 'Boiled Fry')",0
4625,"('Aloo Paratha', 'Punjabi Salad')",0
4626,"('Aloo Paratha', 'Tandoori Chicken Pahadi')",0
4627,"('Aloo Paratha', 'Fish Tikka Masala')",0
4628,"('Aloo Paratha', 'chicken masala full')",0
4629,"('Aloo Paratha', 'Hyderabadi Chicken Dum Biryani')",0
4630,"('Aloo Paratha', 'Veg Roll & Biryani Combo')",0
4631,"('Aloo Paratha', 'Vegetable cheese')",0
4632,"('Aloo Paratha', 'Veg Platter')",0
4633,"('Aloo Paratha', 'Chicken Reshmi Kebab')",0
4634,"('Aloo Paratha', 'Vegetable Cheese Half')",0
4635,"('Aloo Paratha', 'Curd')",1
4636,"('Aloo Paratha', 'Chicken Clear Soup')",0
4637,"('Aloo Paratha', 'Palak Corn')",0
4638,"('Aloo Paratha', 'Bread butter cheese')",0
